5613|SERVICIOS DE EMPLEO
5614|SERVICIOS DE APOYO SECRETARIAL, FOTOCOPIADO, COBRANZA, INVESTIGACIÓN CREDITICIA Y SIMILARES
5615|AGENCIAS DE VIAJES Y SERVICIOS DE RESERVACIONES
5616|SERVICIOS DE INVESTIGACIÓN, PROTECCIÓN Y SEGURIDAD
5617|SERVICIOS DE LIMPIEZA
5619|OTROS SERVICIOS DE APOYO A LOS NEGOCIOS
5621|MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN
6111|ESCUELAS DE EDUCACIÓN BÁSICA, MEDIA Y ESPECIAL
6112|ESCUELAS DE EDUCACIÓN POSTBACHILLERATO NO UNIVERSITARIA
6113|ESCUELAS DE EDUCACIÓN SUPERIOR
6114|ESCUELAS COMERCIALES, DE COMPUTACIÓN Y DE CAPACITACIÓN PARA EJECUTIVOS
6115|ESCUELAS DE OFICIOS
6116|OTROS SERVICIOS EDUCATIVOS
6117|SERVICIOS DE APOYO A LA EDUCACIÓN
6211|CONSULTORIOS MÉDICOS
6212|CONSULTORIOS DENTALES
6213|OTROS CONSULTORIOS PARA EL CUIDADO DE LA SALUD
6214|CENTROS PARA LA ATENCIÓN DE PACIENTES QUE NO REQUIEREN HOSPITALIZACIÓN
6215|LABORATORIOS MÉDICOS Y DE DIAGNÓSTICO
6216|SERVICIOS DE ENFERMERÍA A DOMICILIO
6219|SERVICIOS DE AMBULANCIAS, DE BANCOS DE ÓRGANOS Y OTROS SERVICIOS AUXILIARES AL TRATAMIENTO MÉDICO
6221|HOSPITALES GENERALES
6222|HOSPITALES PSIQUIÁTRICOS Y PARA EL TRATAMIENTO POR ABUSO DE SUBSTANCIAS
6223|HOSPITALES DE OTRAS ESPECIALIDADES MÉDICAS
6231|RESIDENCIAS CON CUIDADOS DE ENFERMERAS PARA ENFERMOS CONVALECIENTES, EN REHABILITACIÓN, INCURABLES Y TERMINALES
6232|RESIDENCIAS PARA EL CUIDADO DE PERSONAS CON PROBLEMAS DE RETARDO MENTAL, SALUD MENTAL Y ABUSO DE SUBSTANCIAS
6233|ASILOS Y OTRAS RESIDENCIAS PARA EL CUIDADO DE ANCIANOS Y DISCAPACITADOS
6239|ORFANATOS Y OTRAS RESIDENCIAS DE ASISTENCIA SOCIAL
6241|SERVICIOS DE ORIENTACIÓN Y TRABAJO SOCIAL
6242|SERVICIOS COMUNITARIOS DE ALIMENTACIÓN, REFUGIO Y DE EMERGENCIA
6243|SERVICIOS DE CAPACITACIÓN PARA EL TRABAJO PARA PERSONAS DESEMPLEADAS, SUBEMPLEADAS O DISCAPACITADAS
6244|GUARDERÍAS
7111|COMPAÑÍAS Y GRUPOS DE ESPECTÁCULOS ARTÍSTICOS
7112|DEPORTISTAS Y EQUIPOS DEPORTIVOS PROFESIONALES Y SEMIPROFESIONALES
7113|PROMOTORES DE ESPECTÁCULOS ARTÍSTICOS, DEPORTIVOS Y SIMILARES
7114|AGENTES Y REPRESENTANTES DE ARTISTAS, DEPORTISTAS Y SIMILARES
7115|ARTISTAS Y TÉCNICOS INDEPENDIENTES
7121|MUSEOS, SITIOS HISTÓRICOS, JARDINES BOTÁNICOS Y SIMILARES
7131|PARQUES CON INSTALACIONES RECREATIVAS Y CASAS DE JUEGOS ELECTRÓNICOS
7132|CASINOS, LOTERÍAS Y OTROS JUEGOS DE AZAR
7139|OTROS SERVICIOS RECREATIVOS
7211|HOTELES, MOTELES Y SIMILARES
7212|CAMPAMENTOS Y ALBERGUES RECREATIVOS
7213|PENSIONES Y CASAS DE HUÉSPEDES, Y DEPARTAMENTOS Y CASAS AMUEBLADOS CON SERVICIOS DE HOTELERÍA
7221|RESTAURANTES CON SERVICIO DE MESEROS
7222|RESTAURANTES DE AUTOSERVICIO Y DE COMIDA PARA LLEVAR
7223|SERVICIOS DE PREPARACIÓN DE ALIMENTOS POR ENCARGO
7224|CENTROS NOCTURNOS, BARES, CANTINAS Y SIMILARES
8111|REPARACIÓN Y MANTENIMIENTO DE AUTOMÓVILES Y CAMIONES
8112|REPARACIÓN Y MANTENIMIENTO DE EQUIPO ELECTRÓNICO Y DE EQUIPO DE PRECISIÓN
8113|REPARACIÓN Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO AGROPECUARIO, INDUSTRIAL, COMERCIAL Y DE SERVICIOS
8114|REPARACIÓN Y MANTENIMIENTO DE ARTÍCULOS PARA EL HOGAR Y PERSONALES
8121|SALONES Y CLÍNICAS DE BELLEZA, BAÑOS PÚBLICOS Y BOLERÍAS
8122|LAVANDERÍAS Y TINTORERÍAS
8123|SERVICIOS FUNERARIOS Y ADMINISTRACIÓN DE CEMENTERIOS
8124|ESTACIONAMIENTOS Y PENSIONES PARA AUTOMÓVILES
8129|SERVICIOS DE REVELADO DE FOTOGRAFÍAS Y OTROS SERVICIOS PERSONALES
8131|ASOCIACIONES Y ORGANIZACIONES COMERCIALES, LABORALES, PROFESIONALES Y RECREATIVAS
8132|ASOCIACIONES Y ORGANIZACIONES RELIGIOSAS, POLÍTICAS Y CIVILES
8141|HOGARES CON EMPLEADOS DOMÉSTICOS
9311|ÓRGANOS LEGISLATIVOS
9312|ADMINISTRACIÓN PÚBLICA EN GENERAL
9313|REGULACIÓN Y FOMENTO DEL DESARROLLO ECONÓMICO
9314|IMPARTICIÓN DE JUSTICIA Y MANTENIMIENTO DE LA SEGURIDAD Y EL ORDEN PÚBLICO
9315|REGULACIÓN Y FOMENTO DE ACTIVIDADES PARA MEJORAR Y PRESERVAR EL MEDIO AMBIENTE
9316|ACTIVIDADES ADMINISTRATIVAS DE INSTITUCIONES DE BIENESTAR SOCIAL
9317|RELACIONES EXTERIORES
9318|ACTIVIDADES DE SEGURIDAD NACIONAL
9321|ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES
11111|CULTIVO DE SOYA
11112|CULTIVO DE SEMILLAS OLEAGINOSAS, EXCEPTO SOYA
11113|CULTIVO DE LEGUMBRES
11114|CULTIVO DE TRIGO
11115|CULTIVO DE MAÍZ
11116|CULTIVO DE ARROZ
11119|CULTIVO DE OTROS GRANOS
11121|CULTIVO DE HORTALIZAS
11131|CULTIVO DE NARANJA
11132|CULTIVO DE OTROS CÍTRICOS
11133|CULTIVO DE FRUTALES NO CÍTRICOS Y NUECES
11141|CULTIVO DE PRODUCTOS ALIMENTICIOS EN INVERNADEROS
11142|CULTIVO EN VIVEROS, CULTIVOS NO ALIMENTICIOS EN INVERNADEROS Y FLORICULTURA
11191|CULTIVO DE TABACO
11192|CULTIVO DE ALGODÓN
11193|CULTIVO DE CAÑA DE AZÚCAR
11194|CULTIVO DE ALFALFA Y PASTOS
11199|OTROS CULTIVOS
11211|EXPLOTACIÓN DE BOVINOS PARA CARNE
11212|EXPLOTACIÓN DE BOVINOS PARA LECHE
11213|EXPLOTACIÓN DE BOVINOS SIN ESPECIALIZACIÓN
11221|EXPLOTACIÓN DE PORCINOS
11231|EXPLOTACIÓN DE GALLINAS PONEDORAS
11232|EXPLOTACIÓN DE POLLOS PARA CARNE
11233|EXPLOTACIÓN DE GUAJOLOTES O PAVOS
11234|PRODUCCIÓN DE AVES DE CORRAL EN INCUBADORA
11239|EXPLOTACIÓN DE OTRAS AVES PRODUCTORAS DE CARNE Y HUEVO
11241|EXPLOTACIÓN DE OVINOS Y EXPLOTACIÓN CONJUNTA DE OVINOS CON CAPRINOS
11242|EXPLOTACIÓN DE CAPRINOS
11251|ACUICULTURA ANIMAL
11291|APICULTURA
11292|EXPLOTACIÓN DE ÉQUIDOS
11293|CUNICULTURA Y EXPLOTACIÓN DE ANIMALES DE PIEL CON PELAJE FINO
11299|EXPLOTACIÓN DE OTROS ANIMALES
11311|SILVICULTURA
11321|VIVEROS FORESTALES Y RECOLECCIÓN DE PRODUCTOS FORESTALES
11331|TALA DE ÁRBOLES
11411|PESCA
11421|CAZA Y CAPTURA
11511|SERVICIOS RELACIONADOS CON LA AGRICULTURA
11521|SERVICIOS RELACIONADOS CON LA GANADERÍA
11531|SERVICIOS RELACIONADOS CON EL APROVECHAMIENTO FORESTAL
21111|EXTRACCIÓN DE PETRÓLEO Y GAS
21211|MINERÍA DE CARBÓN MINERAL
21221|MINERÍA DE HIERRO
21222|MINERÍA DE ORO Y PLATA
21223|MINERÍA DE COBRE, NÍQUEL, PLOMO Y ZINC
21229|MINERÍA DE OTROS MINERALES METÁLICOS
21231|MINERÍA DE PIEDRA CALIZA, MÁRMOL Y OTRAS PIEDRAS DIMENSIONADAS
21232|MINERÍA DE ARENA, GRAVA, ARCILLA Y OTROS MINERALES REFRACTARIOS
21239|MINERÍA DE OTROS MINERALES NO METÁLICOS
21311|SERVICIOS RELACIONADOS CON LA MINERÍA
22111|GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA
22112|SUMINISTRO DE ENERGÍA ELÉCTRICA
22211|CAPTACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA
22221|SUMINISTRO DE GAS POR DUCTOS AL CONSUMIDOR FINAL
23611|EDIFICACIÓN RESIDENCIAL
23621|EDIFICACIÓN DE NAVES Y PLANTAS INDUSTRIALES
23622|EDIFICACIÓN DE INMUEBLES COMERCIALES, INSTITUCIONALES Y DE SERVICIOS
23711|CONSTRUCCIÓN DE OBRAS PARA EL TRATAMIENTO, DISTRIBUCIÓN Y SUMINISTRO DE AGUA, DRENAJE Y RIEGO
23712|CONSTRUCCIÓN DE OBRAS PARA PETRÓLEO Y GAS
23713|CONSTRUCCIÓN DE OBRAS DE GENERACIÓN Y CONDUCCIÓN DE ENERGÍA ELÉCTRICA Y TELECOMUNICACIONES
23721|DIVISIÓN DE TERRENOS Y CONSTRUCCIÓN DE OBRAS DE URBANIZACIÓN
23731|CONSTRUCCIÓN DE VÍAS DE COMUNICACIÓN
23799|OTRAS CONSTRUCCIONES DE INGENIERÍA CIVIL U OBRA PESADA
23811|TRABAJOS DE CIMENTACIONES
23812|MONTAJE DE ESTRUCTURAS PREFABRICADAS
23813|TRABAJOS DE ALBAÑILERÍA
23819|OTROS TRABAJOS EN EXTERIORES
23821|INSTALACIONES ELÉCTRICAS EN CONSTRUCCIONES
23822|INSTALACIONES HIDROSANITARIAS, DE GAS, AIRE ACONDICIONADO Y CALEFACCIÓN
23829|OTRAS INSTALACIONES Y EQUIPAMIENTO EN CONSTRUCCIONES
23831|COLOCACIÓN DE MUROS FALSOS, AISLAMIENTO Y ENYESADO
23832|TRABAJOS DE PINTURA Y OTROS CUBRIMIENTOS DE PAREDES
23833|COLOCACIÓN DE PISOS FLEXIBLES Y DE MADERA
23834|COLOCACIÓN DE PISOS CERÁMICOS Y AZULEJOS
23835|INSTALACIÓN DE PRODUCTOS DE CARPINTERÍA
23839|OTROS TRABAJOS DE ACABADOS EN EDIFICACIONES
23891|PREPARACIÓN DE TERRENOS PARA LA CONSTRUCCIÓN
23899|OTROS TRABAJOS ESPECIALIZADOS PARA LA CONSTRUCCIÓN
31111|ELABORACIÓN DE ALIMENTOS PARA ANIMALES
31121|ELABORACIÓN DE PRODUCTOS DE MOLINERÍA Y MANUFACTURA DE MALTA
31122|ELABORACIÓN DE ALMIDONES, ACEITES Y GRASAS VEGETALES COMESTIBLES
31123|ELABORACIÓN DE CEREALES PARA EL DESAYUNO
31131|ELABORACIÓN DE AZÚCAR
31132|ELABORACIÓN DE CHOCOLATE Y PRODUCTOS DE CHOCOLATE A PARTIR DE CACAO
31133|ELABORACIÓN DE PRODUCTOS DE CHOCOLATE A PARTIR DE CHOCOLATE
31134|ELABORACIÓN DE DULCES, CHICLES Y PRODUCTOS DE CONFITERÍA QUE NO SEAN DE CHOCOLATE
31141|CONGELACIÓN DE FRUTAS, VERDURAS Y GUISOS
31142|CONSERVACIÓN DE FRUTAS, VERDURAS Y GUISOS POR PROCESOS DISTINTOS A LA CONGELACIÓN
31151|ELABORACIÓN DE LECHE Y DERIVADOS LÁCTEOS
31152|ELABORACIÓN DE HELADOS Y PALETAS
31161|MATANZA, EMPACADO Y PROCESAMIENTO DE CARNE DE GANADO Y AVES
31171|PREPARACIÓN Y ENVASADO DE PESCADOS Y MARISCOS
31181|ELABORACIÓN DE PAN Y OTROS PRODUCTOS DE PANADERÍA
31182|ELABORACIÓN DE GALLETAS Y PASTAS PARA SOPA
31183|ELABORACIÓN DE TORTILLAS DE MAÍZ Y MOLIENDA DE NIXTAMAL
31191|ELABORACIÓN DE BOTANAS
31192|INDUSTRIAS DEL CAFÉ Y DEL TÉ
31193|ELABORACIÓN DE CONCENTRADOS, POLVOS, JARABES Y ESENCIAS DE SABOR PARA REFRESCOS
31194|ELABORACIÓN DE CONDIMENTOS Y ADEREZOS
31199|ELABORACIÓN DE OTROS ALIMENTOS
31211|ELABORACIÓN DE REFRESCOS Y HIELO, Y PURIFICACIÓN DE AGUA
31212|ELABORACIÓN DE CERVEZA
31213|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS A BASE DE UVA Y BEBIDAS FERMENTADAS, EXCEPTO CERVEZA
31214|ELABORACIÓN DE BEBIDAS DESTILADAS, EXCEPTO DE UVA
31221|BENEFICIO DEL TABACO
31222|ELABORACIÓN DE PRODUCTOS DE TABACO
31311|PREPARACIÓN E HILADO DE FIBRAS TEXTILES Y FABRICACIÓN DE HILOS
31321|FABRICACIÓN DE TELAS ANCHAS DE TRAMA
31322|FABRICACIÓN DE TELAS ANGOSTAS DE TRAMA Y PASAMANERÍA
31323|FABRICACIÓN DE TELAS NO TEJIDAS
31324|FABRICACIÓN DE TELAS DE PUNTO
31331|ACABADO DE FIBRAS, HILADOS, HILOS Y TELAS
31332|RECUBRIMIENTO DE TELAS
31411|TEJIDO Y CONFECCIÓN DE ALFOMBRAS Y TAPETES
31412|CONFECCIÓN DE CORTINAS, BLANCOS Y SIMILARES
31491|CONFECCIÓN DE COSTALES Y PRODUCTOS DE TEXTILES RECUBIERTOS Y DE MATERIALES SUCEDÁNEOS
31499|CONFECCIÓN DE OTROS PRODUCTOS TEXTILES, EXCEPTO PRENDAS DE VESTIR
31511|TEJIDO DE CALCETINES Y MEDIAS
31519|TEJIDO DE OTRAS PRENDAS DE VESTIR DE PUNTO
31521|CONFECCIÓN DE ROPA DE CUERO, PIEL Y MATERIALES SUCEDÁNEOS
31522|CONFECCIÓN DE ROPA DE MATERIALES TEXTILES
31599|CONFECCIÓN DE ACCESORIOS DE VESTIR
31611|CURTIDO Y ACABADO DE CUERO Y PIEL
31621|FABRICACIÓN DE CALZADO
31699|FABRICACIÓN DE OTROS PRODUCTOS DE CUERO, PIEL Y MATERIALES SUCEDÁNEOS
32111|ASERRADO Y CONSERVACIÓN DE LA MADERA
32121|FABRICACIÓN DE LAMINADOS Y AGLUTINADOS DE MADERA
32191|FABRICACIÓN DE PRODUCTOS DE MADERA PARA LA CONSTRUCCIÓN
32192|FABRICACIÓN DE PRODUCTOS PARA EMBALAJE Y ENVASES DE MADERA
32199|FABRICACIÓN DE OTROS PRODUCTOS DE MADERA
32211|FABRICACIÓN DE CELULOSA
32212|FABRICACIÓN DE PAPEL
32213|FABRICACIÓN DE CARTÓN
32221|FABRICACIÓN DE ENVASES DE CARTÓN
32222|FABRICACIÓN DE BOLSAS DE PAPEL Y PRODUCTOS CELULÓSICOS RECUBIERTOS Y TRATADOS
32223|FABRICACIÓN DE PRODUCTOS DE PAPELERÍA
32229|FABRICACIÓN DE OTROS PRODUCTOS DE PAPEL Y CARTÓN
32311|IMPRESIÓN
32312|INDUSTRIAS CONEXAS A LA IMPRESIÓN
32411|REFINACIÓN DE PETRÓLEO
32412|FABRICACIÓN DE PRODUCTOS DE ASFALTO
32419|FABRICACIÓN DE OTROS PRODUCTOS DERIVADOS DEL PETRÓLEO Y DEL CARBÓN
32511|FABRICACIÓN DE PRODUCTOS PETROQUÍMICOS
32512|FABRICACIÓN DE GASES INDUSTRIALES
32513|FABRICACIÓN DE PIGMENTOS Y COLORANTES SINTÉTICOS
32518|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS BÁSICOS INORGÁNICOS
32519|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS BÁSICOS ORGÁNICOS
32521|FABRICACIÓN DE HULES Y RESINAS SINTÉTICOS
32522|FABRICACIÓN DE FIBRAS QUÍMICAS
32531|FABRICACIÓN DE FERTILIZANTES
32532|FABRICACIÓN DE PESTICIDAS Y AGROQUÍMICOS, EXCEPTO FERTILIZANTES
32541|FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS
32551|FABRICACIÓN DE PINTURAS Y RECUBRIMIENTOS
32552|FABRICACIÓN DE ADHESIVOS Y SELLADORES
32561|FABRICACIÓN DE JABONES, LIMPIADORES Y DENTÍFRICOS
32562|FABRICACIÓN DE COSMÉTICOS, PERFUMES Y OTRAS PREPARACIONES DE TOCADOR
32591|FABRICACIÓN DE TINTAS PARA IMPRESIÓN
32592|FABRICACIÓN DE EXPLOSIVOS
32599|FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS
32611|FABRICACIÓN DE BOLSAS Y PELÍCULAS DE PLÁSTICO FLEXIBLE SIN SOPORTE
32612|FABRICACIÓN DE PERFILES, TUBERÍA Y CONEXIONES DE PLÁSTICO RÍGIDO SIN SOPORTE
32613|FABRICACIÓN DE LAMINADOS RÍGIDOS DE PLÁSTICO SIN SOPORTE
32614|FABRICACIÓN DE ESPUMAS Y PRODUCTOS DE POLIESTIRENO
32615|FABRICACIÓN DE ESPUMAS Y PRODUCTOS DE URETANO
32616|FABRICACIÓN DE BOTELLAS DE PLÁSTICO
32619|FABRICACIÓN DE OTROS PRODUCTOS DE PLÁSTICO
32621|FABRICACIÓN Y REVITALIZACIÓN DE LLANTAS
32622|FABRICACIÓN DE BANDAS Y MANGUERAS DE HULE Y DE PLÁSTICO
32629|FABRICACIÓN DE OTROS PRODUCTOS DE HULE
32711|FABRICACIÓN DE ARTÍCULOS DE ALFARERÍA, PORCELANA, LOZA Y MUEBLES DE BAÑO
32712|FABRICACIÓN DE PRODUCTOS A BASE DE ARCILLA PARA LA CONSTRUCCIÓN
32721|FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO
32731|FABRICACIÓN DE CEMENTO PARA LA CONSTRUCCIÓN
32732|FABRICACIÓN DE CONCRETO
32733|FABRICACIÓN DE TUBOS Y BLOQUES DE CEMENTO Y CONCRETO
32739|FABRICACIÓN DE OTROS PRODUCTOS DE CEMENTO Y CONCRETO
32741|FABRICACIÓN DE CAL
32742|FABRICACIÓN DE YESO Y PRODUCTOS DE YESO
32791|FABRICACIÓN DE PRODUCTOS ABRASIVOS
32799|FABRICACIÓN DE OTROS PRODUCTOS A BASE DE MINERALES NO METÁLICOS
33111|INDUSTRIA BÁSICA DEL HIERRO Y DEL ACERO
33121|FABRICACIÓN DE TUBOS Y POSTES DE HIERRO Y ACERO DE MATERIAL COMPRADO
33122|FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO
33131|INDUSTRIA DEL ALUMINIO
33141|REFINACIÓN DE COBRE Y DE OTROS METALES NO FERROSOS
33142|LAMINACIÓN SECUNDARIA DE COBRE
33149|LAMINACIÓN SECUNDARIA DE OTROS METALES NO FERROSOS
33151|MOLDEO POR FUNDICIÓN DE PIEZAS DE HIERRO Y ACERO
33152|MOLDEO POR FUNDICIÓN DE PIEZAS METÁLICAS NO FERROSAS
33211|FABRICACIÓN DE PRODUCTOS METÁLICOS FORJADOS Y TROQUELADOS
33221|FABRICACIÓN DE HERRAMIENTAS DE MANO SIN MOTOR Y UTENSILIOS DE COCINA METÁLICOS
33231|FABRICACIÓN DE ESTRUCTURAS METÁLICAS
33232|FABRICACIÓN DE PRODUCTOS DE HERRERÍA
33241|FABRICACIÓN DE CALDERAS INDUSTRIALES
33242|FABRICACIÓN DE TANQUES METÁLICOS DE CALIBRE GRUESO
33243|FABRICACIÓN DE ENVASES METÁLICOS DE CALIBRE LIGERO
33251|FABRICACIÓN DE HERRAJES Y CERRADURAS
33261|FABRICACIÓN DE ALAMBRE, PRODUCTOS DE ALAMBRE Y RESORTES
33271|MAQUINADO DE PIEZAS METÁLICAS PARA MAQUINARIA Y EQUIPO EN GENERAL
33272|FABRICACIÓN DE TORNILLOS, TUERCAS, REMACHES Y SIMILARES
33281|RECUBRIMIENTOS Y TERMINADOS METÁLICOS
33291|FABRICACIÓN DE VÁLVULAS METÁLICAS
33299|FABRICACIÓN DE OTROS PRODUCTOS METÁLICOS
33311|FABRICACIÓN DE MAQUINARIA Y EQUIPO AGROPECUARIO
33312|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCIÓN
33313|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EXTRACTIVA
33321|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA DE LA MADERA
33322|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA DEL HULE Y DEL PLÁSTICO
33329|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA OTRAS INDUSTRIAS MANUFACTURERAS
33331|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA EL COMERCIO Y LOS SERVICIOS
33341|FABRICACIÓN DE SISTEMAS DE AIRE ACONDICIONADO, CALEFACCIÓN Y DE REFRIGERACIÓN INDUSTRIAL Y COMERCIAL
33351|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LA INDUSTRIA METALMECÁNICA
33361|FABRICACIÓN DE MOTORES DE COMBUSTIÓN INTERNA, TURBINAS Y TRANSMISIONES
33391|FABRICACIÓN DE BOMBAS Y SISTEMAS DE BOMBEO
33392|FABRICACIÓN DE MAQUINARIA Y EQUIPO PARA LEVANTAR Y TRASLADAR
33399|FABRICACIÓN DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL
33411|FABRICACIÓN DE COMPUTADORAS Y EQUIPO PERIFÉRICO
33421|FABRICACIÓN DE APARATOS TELEFÓNICOS
33422|FABRICACIÓN DE EQUIPO DE TRANSMISIÓN Y RECEPCIÓN DE SEÑALES DE RADIO, TELEVISIÓN Y CABLE
33429|FABRICACIÓN DE OTROS EQUIPOS DE COMUNICACIÓN
33431|FABRICACIÓN DE EQUIPO DE AUDIO Y DE VIDEO
33441|FABRICACIÓN DE COMPONENTES ELECTRÓNICOS
33451|FABRICACIÓN DE INSTRUMENTOS DE NAVEGACIÓN, MEDICIÓN, MÉDICOS Y DE CONTROL
33461|FABRICACIÓN Y REPRODUCCIÓN DE MEDIOS MAGNÉTICOS Y ÓPTICOS
33511|FABRICACIÓN DE FOCOS
33512|FABRICACIÓN DE LÁMPARAS ORNAMENTALES
33521|FABRICACIÓN DE ENSERES ELECTRODOMÉSTICOS MENORES
33522|FABRICACIÓN DE APARATOS DE LÍNEA BLANCA
33531|FABRICACIÓN DE EQUIPO DE GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA
33591|FABRICACIÓN DE ACUMULADORES Y PILAS
33592|FABRICACIÓN DE CABLES DE CONDUCCIÓN ELÉCTRICA
33593|FABRICACIÓN DE ENCHUFES, CONTACTOS, FUSIBLES Y OTROS ACCESORIOS PARA INSTALACIONES ELÉCTRICAS
33599|FABRICACIÓN DE OTROS PRODUCTOS ELÉCTRICOS
33611|FABRICACIÓN DE AUTOMÓVILES Y CAMIONETAS
33612|FABRICACIÓN DE CAMIONES Y TRACTOCAMIONES
33621|FABRICACIÓN DE CARROCERÍAS Y REMOLQUES
33631|FABRICACIÓN DE MOTORES DE GASOLINA Y SUS PARTES PARA VEHÍCULOS AUTOMOTRICES
33632|FABRICACIÓN DE EQUIPO ELÉCTRICO Y ELECTRÓNICO PARA VEHÍCULOS AUTOMOTORES
33633|FABRICACIÓN DE PARTES DE SISTEMAS DE DIRECCIÓN Y DE SUSPENSIÓN PARA VEHÍCULOS AUTOMOTRICES
33634|FABRICACIÓN DE PARTES DE SISTEMAS DE FRENOS PARA VEHÍCULOS AUTOMOTRICES
33635|FABRICACIÓN DE PARTES DE SISTEMAS DE TRANSMISIÓN
33636|FABRICACIÓN DE ASIENTOS PARA VEHÍCULOS AUTOMOTORES
33637|FABRICACIÓN DE PIEZAS METÁLICAS TROQUELADAS PARA VEHÍCULOS AUTOMOTRICES
33639|FABRICACIÓN DE OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES
33641|FABRICACIÓN DE EQUIPO AEROESPACIAL
33651|FABRICACIÓN DE EQUIPO FERROVIARIO
33661|FABRICACIÓN DE EMBARCACIONES
33699|FABRICACIÓN DE OTRO EQUIPO DE TRANSPORTE
33711|FABRICACIÓN DE COCINAS
33712|FABRICACIÓN DE MUEBLES, EXCEPTO COCINAS Y MUEBLES DE OFICINA Y ESTANTERÍA
33721|FABRICACIÓN DE MUEBLES DE OFICINA Y ESTANTERÍA
33791|FABRICACIÓN DE COLCHONES
33792|FABRICACIÓN DE PERSIANAS Y CORTINEROS
33911|FABRICACIÓN DE EQUIPO Y MATERIAL PARA USO MÉDICO, DENTAL Y PARA LABORATORIO
33991|METALISTERÍA Y JOYERÍA
33992|FABRICACIÓN DE ARTÍCULOS DEPORTIVOS
33993|FABRICACIÓN DE JUGUETES
33994|FABRICACIÓN DE ARTÍCULOS Y ACCESORIOS PARA ESCRITURA, PINTURA, DIBUJO Y ACTIVIDADES DE OFICINA
33995|FABRICACIÓN DE ANUNCIOS
33999|OTRAS INDUSTRIAS MANUFACTURERAS
43111|COMERCIO AL POR MAYOR DE ABARROTES
43112|COMERCIO AL POR MAYOR DE CARNES
43113|COMERCIO AL POR MAYOR DE FRUTAS Y VERDURAS FRESCAS
43114|COMERCIO AL POR MAYOR DE HUEVO
43115|COMERCIO AL POR MAYOR DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS
43116|COMERCIO AL POR MAYOR DE LECHE Y OTROS PRODUCTOS LÁCTEOS
43117|COMERCIO AL POR MAYOR DE EMBUTIDOS
43118|COMERCIO AL POR MAYOR DE DULCES Y MATERIAS PRIMAS PARA REPOSTERÍA
43119|COMERCIO AL POR MAYOR DE OTROS ALIMENTOS
43121|COMERCIO AL POR MAYOR DE BEBIDAS
43122|COMERCIO AL POR MAYOR DE CIGARROS, PUROS Y TABACO
43211|COMERCIO AL POR MAYOR DE PRODUCTOS TEXTILES, EXCEPTO ROPA
43212|COMERCIO AL POR MAYOR DE ROPA
43213|COMERCIO AL POR MAYOR DE CALZADO
43311|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS
43321|COMERCIO AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA
43322|COMERCIO AL POR MAYOR DE ARTÍCULOS DE JOYERÍA Y OTROS ACCESORIOS DE VESTIR
43331|COMERCIO AL POR MAYOR DE DISCOS, JUGUETES Y ARTÍCULOS DEPORTIVOS
43341|COMERCIO AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA
43342|COMERCIO AL POR MAYOR DE LIBROS
43343|COMERCIO AL POR MAYOR DE REVISTAS Y PERIÓDICOS
43351|COMERCIO AL POR MAYOR DE ELECTRODOMÉSTICOS MENORES Y APARATOS DE LÍNEA BLANCA
43411|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS
43421|COMERCIO AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCIÓN, EXCEPTO DE MADERA
43422|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA OTRAS INDUSTRIAS
43431|COMERCIO AL POR MAYOR DE MATERIALES DE DESECHO
43511|COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL Y PARA LA PESCA
